event_id,prediction,anomaly_score,threat_type,threat_level,confidence_score,reasons
EVT01559,Normal,-0.0233636285955882,USB / Removable Media,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01560,Normal,-0.0573885845100163,Privilege Escalation,Normal,7,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01561,Normal,-0.0466287434300424,SQL Injection,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01562,Normal,-0.0529569262101592,Privilege Escalation,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01563,Normal,-0.0540033289122955,Phishing,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01564,Normal,-0.0382584458729657,Unauthorized File Access,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01565,Normal,-0.0327506659620786,Brute Force,Low Threat,41,"[""Excessive failed login attempts (17 attempts exceeded threshold of 10)"", ""High asset vulnerability present (CVSS 8.0)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01566,Normal,-0.0384454379348035,Privilege Escalation,Normal,11,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01567,Normal,-0.0662763870777404,Normal Activity,Normal,12,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01568,Normal,-0.046281080570295,Unauthorized File Access,Normal,9,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01569,Normal,-0.0775427936168857,SQL Injection,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01570,Normal,-0.0280924551121504,Phishing,Normal,23,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01571,Suspicious,0.0191027837268454,Malware,Critical Threat,63,"[""Malware payload or malicious signature detected"", ""Isolation Forest flagged event as anomalous (score: 0.019103)""]"
EVT01572,Normal,-0.031004362729377,File Access,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01573,Normal,-0.0804817466406582,Unauthorized File Access,Normal,3,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01574,Normal,-0.0265597955650771,Brute Force,Low Threat,40,"[""Elevated failed login attempts (10 attempts)"", ""Critical asset vulnerability present (CVSS 9.6)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01575,Normal,-0.0830623694593442,Unauthorized File Access,Normal,9,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01576,Normal,-0.0462656918650448,USB / Removable Media,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01577,Normal,-0.0793752300791403,SQL Injection,Normal,10,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01578,Normal,-0.0371725481529076,Brute Force,Low Threat,36,"[""Excessive failed login attempts (14 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01579,Suspicious,0.0032860554913275,Brute Force,Critical Threat,64,"[""Excessive failed login attempts (11 attempts exceeded threshold of 10)"", ""Isolation Forest flagged event as anomalous (score: 0.003286)""]"
EVT01580,Normal,-0.0228946207766477,Brute Force,Low Threat,33,"[""Excessive failed login attempts (16 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01581,Normal,-0.0290519989920432,USB / Removable Media,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01582,Normal,-0.0398025225168336,Brute Force,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01583,Normal,-0.0434048036604106,Unauthorized File Access,Normal,24,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01584,Normal,-0.0783688848061974,File Access,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01585,Normal,-0.0049558217341034,Brute Force,Medium Threat,55,"[""Excessive failed login attempts (14 attempts exceeded threshold of 10)"", ""Critical asset vulnerability present (CVSS 9.7)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01586,Normal,-0.0534114869554819,Privilege Escalation,Normal,8,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01587,Normal,-0.0312453156790667,Brute Force,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01588,Normal,-0.0425032266361931,Phishing,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01589,Suspicious,0.0123803944637632,Brute Force,Critical Threat,61,"[""Excessive failed login attempts (16 attempts exceeded threshold of 10)"", ""Isolation Forest flagged event as anomalous (score: 0.012380)""]"
EVT01590,Normal,-0.0658670977862573,SQL Injection,Normal,12,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01591,Normal,-0.0644232635199226,SQL Injection,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01592,Normal,-0.0547579304774096,Port Scan,Normal,8,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01593,Normal,-0.0481674008950181,Brute Force,Normal,24,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01594,Normal,-0.0687970449824434,Phishing,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01595,Normal,-0.045990247253354,USB / Removable Media,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01596,Normal,-0.0496274891643087,Privilege Escalation,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01597,Normal,-0.0543362544727377,Brute Force,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01598,Normal,-0.0210265793260294,Brute Force,Normal,29,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01599,Normal,-0.0099619072169726,Brute Force,Low Threat,41,"[""Excessive failed login attempts (12 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01600,Suspicious,0.0311164359813403,Brute Force,Critical Threat,73,"[""Excessive failed login attempts (20 attempts exceeded threshold of 10)"", ""Isolation Forest flagged event as anomalous (score: 0.031116)""]"
EVT01601,Suspicious,0.0066121706388998,Port Scan,Medium Threat,50,"[""Isolation Forest flagged event as anomalous (score: 0.006612)""]"
EVT01602,Normal,-0.0241275441320559,Brute Force,Low Threat,39,"[""Excessive failed login attempts (19 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01603,Normal,-0.0530961762691555,USB / Removable Media,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01604,Normal,-0.0226422064182546,Brute Force,Low Threat,33,"[""Excessive failed login attempts (15 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01605,Normal,-0.0594443335817611,SQL Injection,Normal,7,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01606,Normal,-0.0272802194733481,Brute Force,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01607,Normal,-0.0469172691256116,Brute Force,Low Threat,29,"[""Excessive failed login attempts (17 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01608,Normal,-0.0171764927357489,USB / Removable Media,Normal,28,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01609,Normal,-0.033264782794199,Privilege Escalation,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01610,Normal,-0.0176189389219815,Privilege Escalation,Normal,24,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01611,Normal,-0.0445618596965335,Privilege Escalation,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01612,Normal,-0.0779003220401409,Brute Force,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01613,Normal,-0.0436871767821522,Phishing,Normal,10,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01614,Normal,-0.0381927627236017,USB / Removable Media,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01615,Normal,-0.0385487590989966,SQL Injection,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01616,Normal,-0.033037735667953,Phishing,Normal,12,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01617,Normal,-0.0187500612466277,Brute Force,Low Threat,34,"[""Excessive failed login attempts (17 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01618,Normal,-0.0289137317073596,Malware,Low Threat,32,"[""Malware payload or malicious signature detected"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01619,Normal,-0.0445034462957865,Brute Force,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01620,Normal,-0.0513397642734702,Brute Force,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01621,Normal,-0.0566985765668385,Brute Force,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01622,Normal,-0.0260633442083423,Normal Activity,Normal,30,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01623,Normal,-0.0703760161734237,Privilege Escalation,Normal,11,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01624,Normal,-0.043514708060821,Port Scan,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01625,Normal,-0.0478903328800801,Port Scan,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01626,Normal,-0.0055860573442467,Brute Force,Normal,26,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01627,Normal,-0.0369248611721031,Privilege Escalation,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01628,Normal,-0.0569766476264955,Port Scan,Normal,8,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01629,Normal,-0.0414013169220545,Port Scan,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01630,Suspicious,0.0035957539888716,Brute Force,Critical Threat,73,"[""Excessive failed login attempts (16 attempts exceeded threshold of 10)"", ""Critical asset vulnerability present (CVSS 9.1)"", ""Isolation Forest flagged event as anomalous (score: 0.003596)""]"
EVT01631,Normal,-0.0524558392098257,Privilege Escalation,Normal,8,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01632,Normal,-0.0498499310417804,Brute Force,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01633,Normal,-0.0378744146247557,Malware,Low Threat,36,"[""Malware payload or malicious signature detected"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01634,Normal,-0.0300167986802114,Phishing,Normal,12,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01635,Normal,-0.0422237096564866,Port Scan,Normal,10,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01636,Normal,-0.0558893483016945,File Access,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01637,Normal,-0.0627432150117775,Normal Activity,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01638,Normal,-0.0489509390196604,Port Scan,Normal,9,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01639,Normal,-0.0559180503318787,SQL Injection,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01640,Normal,-0.0795610830417982,SQL Injection,Normal,10,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01641,Normal,-0.0492406068437769,Privilege Escalation,Normal,23,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01642,Normal,-0.0342781450307166,Brute Force,Low Threat,39,"[""Elevated failed login attempts (7 attempts)"", ""Critical asset vulnerability present (CVSS 9.8)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01643,Normal,-0.0127835857356775,USB / Removable Media,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01644,Normal,-0.0643842695594702,Brute Force,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01645,Suspicious,0.0063950479974796,Brute Force,Critical Threat,60,"[""Excessive failed login attempts (16 attempts exceeded threshold of 10)"", ""Isolation Forest flagged event as anomalous (score: 0.006395)""]"
EVT01646,Normal,-0.0345664351128525,Brute Force,Normal,26,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01647,Normal,-0.057331338937755,Unauthorized File Access,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01648,Normal,-0.030018487615958,Brute Force,Normal,27,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01649,Normal,-0.0320374902663251,Port Scan,Normal,12,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01650,Normal,-0.0246139548975501,Unauthorized File Access,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01651,Normal,-0.0069660994781989,Port Scan,Normal,26,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01652,Normal,-0.0564786013474619,Port Scan,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01653,Normal,-0.0246576356800184,USB / Removable Media,Normal,23,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01654,Suspicious,0.0034108517217479,Brute Force,Critical Threat,60,"[""Excessive failed login attempts (17 attempts exceeded threshold of 10)"", ""Isolation Forest flagged event as anomalous (score: 0.003411)""]"
EVT01655,Normal,-0.0174675796442097,Privilege Escalation,Normal,28,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01656,Normal,-0.049158729920213,Unauthorized File Access,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01657,Normal,-0.0460117730709783,Phishing,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01658,Normal,-0.0673609914451404,SQL Injection,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01659,Normal,-0.0489758439870783,USB / Removable Media,Normal,29,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01660,Normal,-0.041309184802842,USB / Removable Media,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01661,Normal,-0.0590973718260602,Privilege Escalation,Normal,23,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01662,Normal,-0.0627572616123963,Port Scan,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01663,Normal,-0.0486761077682811,Privilege Escalation,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01664,Normal,-0.0484729917152761,Brute Force,Medium Threat,39,"[""Excessive failed login attempts (19 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (18:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01665,Normal,-0.0389265883021671,Privilege Escalation,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01666,Normal,-0.0217995172690058,Brute Force,Medium Threat,44,"[""Excessive failed login attempts (18 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (18:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01667,Normal,-0.0706956372241099,Unauthorized File Access,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01668,Normal,-0.0215699911602941,Malware,Medium Threat,50,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (18:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01669,Normal,-0.058733192579366,Brute Force,Low Threat,33,"[""Elevated failed login attempts (4 attempts)"", ""Activity occurred outside standard operational hours (19:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01670,Normal,-0.0512430497204033,USB / Removable Media,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01671,Normal,-0.0554764207042395,Port Scan,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01672,Normal,-0.0264897647192701,Brute Force,Medium Threat,57,"[""Excessive failed login attempts (19 attempts exceeded threshold of 10)"", ""Critical asset vulnerability present (CVSS 9.7)"", ""Activity occurred outside standard operational hours (19:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01673,Normal,-0.0331289520472163,Malware,Medium Threat,48,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (19:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01674,Normal,-0.0531411550179087,Privilege Escalation,Normal,24,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01675,Normal,-0.0509649266117551,Brute Force,Medium Threat,39,"[""Excessive failed login attempts (14 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (19:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01676,Normal,-0.055816041279126,Phishing,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01677,Normal,-0.0558579483127346,Unauthorized File Access,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01678,Normal,-0.0527740362841633,Brute Force,Low Threat,28,"[""Elevated failed login attempts (9 attempts)"", ""Activity occurred outside standard operational hours (19:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01679,Normal,-0.060047031650209,Brute Force,Low Threat,32,"[""Elevated failed login attempts (5 attempts)"", ""Activity occurred outside standard operational hours (19:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01680,Normal,-0.0710172616340326,Phishing,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01681,Normal,-0.0386704925693479,USB / Removable Media,Normal,31,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01682,Normal,-0.0313031069348886,Malware,Medium Threat,48,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (20:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01683,Normal,-0.019450918863231,Brute Force,Medium Threat,50,"[""Excessive failed login attempts (14 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (20:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01684,Normal,-0.0502485523760778,Port Scan,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01685,Normal,-0.0529686338168516,Phishing,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01686,Normal,-0.0298765142032917,Brute Force,Low Threat,38,"[""Elevated failed login attempts (7 attempts)"", ""Activity occurred outside standard operational hours (20:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01687,Normal,-0.0332407881800493,Port Scan,Normal,24,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01688,Normal,-0.04360924682291,Malware,Medium Threat,46,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (20:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01689,Normal,-0.0590809893106422,USB / Removable Media,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01690,Normal,-0.0880935983479564,Unauthorized File Access,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01691,Normal,-0.0380152379889795,Privilege Escalation,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01692,Normal,-0.0442627197499678,USB / Removable Media,Normal,30,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01693,Normal,-0.082099458101111,Unauthorized File Access,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01694,Normal,-0.0785083406965823,Unauthorized File Access,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01695,Suspicious,0.0030236536149137,Malware,Critical Threat,74,"[""Malware payload or malicious signature detected"", ""High asset vulnerability present (CVSS 7.6)"", ""Activity occurred outside standard operational hours (21:00)"", ""Isolation Forest flagged event as anomalous (score: 0.003024)""]"
EVT01696,Normal,-0.029813793209991,Unauthorized File Access,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01697,Normal,-0.0578661587995698,Brute Force,Medium Threat,37,"[""Excessive failed login attempts (11 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (21:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01698,Normal,-0.0149239872203275,Malware,Medium Threat,51,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (21:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01699,Normal,-0.0293417188401766,Brute Force,Low Threat,46,"[""Elevated failed login attempts (9 attempts)"", ""Critical asset vulnerability present (CVSS 9.2)"", ""Activity occurred outside standard operational hours (21:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01700,Normal,-0.0389897078826826,Brute Force,Medium Threat,47,"[""Excessive failed login attempts (19 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (21:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01701,Normal,-0.0107644889918204,Brute Force,Medium Threat,46,"[""Excessive failed login attempts (19 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (21:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01702,Normal,-0.0160685836202328,Privilege Escalation,Normal,27,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01703,Normal,-0.0190217698675068,Phishing,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01704,Normal,-0.0459178168032495,Phishing,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01705,Normal,-0.048303106303346,Privilege Escalation,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01706,Suspicious,0.0243766244961763,Brute Force,Critical Threat,71,"[""Excessive failed login attempts (13 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (22:00)"", ""Isolation Forest flagged event as anomalous (score: 0.024377)""]"
EVT01707,Normal,-0.051507936928226,Brute Force,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01708,Suspicious,0.014710327166763,Malware,Critical Threat,78,"[""Malware payload or malicious signature detected"", ""High asset vulnerability present (CVSS 7.1)"", ""Activity occurred outside standard operational hours (22:00)"", ""Isolation Forest flagged event as anomalous (score: 0.014710)""]"
EVT01709,Suspicious,0.0220044962417551,Brute Force,Critical Threat,70,"[""Excessive failed login attempts (12 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (22:00)"", ""Isolation Forest flagged event as anomalous (score: 0.022004)""]"
EVT01710,Suspicious,0.0026014698479231,Malware,Critical Threat,64,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (22:00)"", ""Isolation Forest flagged event as anomalous (score: 0.002601)""]"
EVT01711,Suspicious,0.0239377486754204,Brute Force,Critical Threat,50,"[""Single failed login attempt recorded (1 attempt)"", ""Activity occurred outside standard operational hours (22:00)"", ""Isolation Forest flagged event as anomalous (score: 0.023938)""]"
EVT01712,Normal,-0.013472207796994,Malware,Medium Threat,45,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (22:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01713,Normal,-0.0582870379147092,Privilege Escalation,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01714,Normal,-0.0081278013562445,Phishing,Normal,28,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01715,Normal,-0.0377934720614465,SQL Injection,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01716,Normal,-0.0159738353089003,Phishing,Normal,27,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01717,Suspicious,0.0039749947901561,Malware,Critical Threat,65,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (23:00)"", ""Isolation Forest flagged event as anomalous (score: 0.003975)""]"
EVT01718,Normal,-0.0505307475894645,Brute Force,Medium Threat,45,"[""Excessive failed login attempts (13 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (23:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01719,Normal,-0.0587012161977118,Brute Force,Low Threat,37,"[""Elevated failed login attempts (5 attempts)"", ""High asset vulnerability present (CVSS 7.0)"", ""Activity occurred outside standard operational hours (23:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01720,Normal,-0.048822128318495,Phishing,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01721,Normal,-0.0365267847321507,Port Scan,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01722,Normal,-0.0691672065789273,Privilege Escalation,Normal,11,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01723,Normal,-0.0364166745761125,Brute Force,Low Threat,39,"[""Single failed login attempt recorded (3 attempt)"", ""Critical asset vulnerability present (CVSS 9.6)"", ""Activity occurred outside standard operational hours (23:00)"", ""Minor escalation to Low Threat due to critical asset vulnerability and after-hours context on Normal ML baseline""]"
EVT01724,Normal,-0.0356612610357002,Port Scan,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01725,Normal,-0.0564542464131431,Phishing,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01726,Normal,-0.0264393447877406,Privilege Escalation,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01727,Normal,-0.0132439618013192,USB / Removable Media,Normal,27,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01728,Normal,-0.0217314036325431,Malware,Medium Threat,44,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (23:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01729,Normal,-0.0314193591961562,Phishing,Normal,24,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01730,Normal,-0.0297632879746603,Brute Force,Medium Threat,48,"[""Excessive failed login attempts (15 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (00:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01731,Normal,-0.0595668260321972,Unauthorized File Access,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01732,Normal,-0.0138908855999198,Port Scan,Normal,27,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01733,Normal,-0.041243565695721,Brute Force,Medium Threat,46,"[""Excessive failed login attempts (15 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (00:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01734,Normal,-0.0593649777905446,Brute Force,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01735,Normal,-0.0563580159888846,Privilege Escalation,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01736,Normal,-0.0563081787857449,Brute Force,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01737,Normal,-0.031004315568483,Brute Force,Medium Threat,42,"[""Excessive failed login attempts (18 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (00:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01738,Normal,-0.0272443285184981,Port Scan,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01739,Normal,-0.0423568028800829,SQL Injection,Normal,26,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01740,Normal,-0.0315170816572815,Brute Force,Medium Threat,52,"[""Excessive failed login attempts (12 attempts exceeded threshold of 10)"", ""High asset vulnerability present (CVSS 7.6)"", ""Activity occurred outside standard operational hours (00:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
